pl_name,hostname,pl_rade,ra
Kepler-446 c,Kepler-446,1.11,282.2501047
Kepler-449 b,Kepler-449,2.056,293.732787
Kepler-450 d,Kepler-450,0.837,295.4865821
Kepler-46 c,Kepler-46,13.5,289.2687388
Kepler-462 c,Kepler-462,4.0,299.8211502
Kepler-466 b,Kepler-466,2.85,295.6486585
Kepler-467 b,Kepler-467,2.25,287.3629145
Kepler-468 b,Kepler-468,13.34,288.9022829
Kepler-472 b,Kepler-472,3.22,296.5245187
Kepler-477 b,Kepler-477,2.07,288.067445
Kepler-48 b,Kepler-48,1.88,299.1393094
Kepler-48 e,Kepler-48,13.4,299.1393094
Kepler-480 b,Kepler-480,2.78,294.4639165
Kepler-499 b,Kepler-499,2.17,295.1099549
Kepler-50 c,Kepler-50,2.17,288.1009312
Kepler-51 e,Kepler-51,2.18,296.4797624
Kepler-53 d,Kepler-53,2.12,290.4617926
Kepler-539 c,Kepler-539,13.3,299.1224639
Kepler-54 d,Kepler-54,1.53,294.7739245
Kepler-546 b,Kepler-546,7.0,283.257573
Kepler-549 d,Kepler-549,4.2,283.0228527
Kepler-553 b,Kepler-553,4.74139884,298.5508922
Kepler-554 b,Kepler-554,4.29,296.4068982
Kepler-562 b,Kepler-562,5.21,290.1196007
Kepler-574 b,Kepler-574,2.39,290.2470519
Kepler-578 b,Kepler-578,2.0,288.7549882
Kepler-58 b,Kepler-58,2.78,296.3586251
Kepler-583 b,Kepler-583,2.28,282.1113206
Kepler-597 b,Kepler-597,2.37,293.4700919
Kepler-60 c,Kepler-60,1.9,288.9612535
Kepler-603 c,Kepler-603,6.5,294.2809679
Kepler-61 b,Kepler-61,2.15,295.3044942
Kepler-614 b,Kepler-614,2.39,298.3848866
Kepler-62 d,Kepler-62,1.95,283.2125621
Kepler-627 b,Kepler-627,3.73,292.1042198
Kepler-635 b,Kepler-635,2.64,289.7732613
Kepler-640 b,Kepler-640,2.56,296.0322
Kepler-662 b,Kepler-662,2.18,290.4650801
Kepler-668 b,Kepler-668,2.7,285.4992845
Kepler-67 b,Kepler-67,2.94,294.1533505
Kepler-670 b,Kepler-670,13.18,297.0154644
Kepler-69 b,Kepler-69,2.24,293.2609013
Kepler-713 b,Kepler-713,2.48,295.6513819
Kepler-725 c,Kepler-725,3.08,283.9774949
Kepler-730 c,Kepler-730,1.56926,285.5547895
Kepler-733 b,Kepler-733,2.82,293.0181882
Kepler-735 b,Kepler-735,2.95,284.6888328
Kepler-737 b,Kepler-737,1.96,291.8629793
Kepler-741 b,Kepler-741,2.97,289.4317294
Kepler-754 b,Kepler-754,2.01,293.2541121
Kepler-766 b,Kepler-766,3.39,293.1845144
Kepler-784 b,Kepler-784,1.58,295.9206663
Kepler-788 b,Kepler-788,2.55,290.0004154
Kepler-797 b,Kepler-797,2.17,297.2089078
Kepler-80 e,Kepler-80,1.6,296.1125759
Kepler-821 b,Kepler-821,1.31,285.6173937
Kepler-835 b,Kepler-835,2.79,283.5742181
Kepler-842 b,Kepler-842,1.6,292.3285976
Kepler-846 b,Kepler-846,2.48,287.0570731
Kepler-85 c,Kepler-85,1.978,290.9734395
Kepler-852 b,Kepler-852,2.54,297.3915863
Kepler-856 b,Kepler-856,9.3,289.6038379
Kepler-861 b,Kepler-861,2.28,292.3539624
Kepler-863 b,Kepler-863,2.9,297.6644677
Kepler-867 b,Kepler-867,4.64,287.2852554
Kepler-882 b,Kepler-882,1.23,294.6500256
Kepler-889 b,Kepler-889,1.09,291.467454
Kepler-9 d,Kepler-9,1.64,285.5739904
Kepler-912 b,Kepler-912,2.8,298.1111779
Kepler-93 b,Kepler-93,1.478,291.4181275
Kepler-94 c,Kepler-94,12.5,281.1947316
Kepler-940 b,Kepler-940,3.34,294.2413053
Kepler-943 b,Kepler-943,5.93,284.2739322
Kepler-959 b,Kepler-959,4.38,292.171185
Kepler-96 b,Kepler-96,2.67,297.0698263
Kepler-963 c,Kepler-963,0.6,296.7529742
Kepler-97 b,Kepler-97,1.48,287.3265292
Kepler-97 c,Kepler-97,,287.3265292
Kepler-973 b,Kepler-973,1.96,290.1653203
Kepler-979 b,Kepler-979,2.72,300.3712023
Kepler-99 b,Kepler-99,1.48,297.3539994
L 363-38 b,L 363-38,2.0,10.8555443
L 98-59 d,L 98-59,1.627,124.5328604
LP 890-9 c,LP 890-9,1.367,64.1309096
LTT 3780 b,LTT 3780,1.325,154.6449033
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,9.64,271.742208
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,12.4,272.547258
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,5.99,270.854
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,12.9,268.913958
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,6.42,271.9487
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,13.2,271.473755
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,13.0,268.9422083
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,2.04,268.8655417
MOA-bin-29 b,MOA-bin-29,14.1,269.3759583
NGTS-13 b,NGTS-13,12.800678,176.2402326
NGTS-32 b,NGTS-32,15.91675259,223.8576228
NGTS-5 b,NGTS-5,12.733424,221.0582692
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,11.1,268.143792
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,14.2,264.559083
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,12.5,268.88325
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,11.0,268.75238
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,14.2,269.408997
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,14.3,268.799
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1.11,268.847931
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,14.2,268.999667
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,13.5,266.883057
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,13.0,271.6499583
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,13.8,269.755625
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1.38,270.166375
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,6.79,270.0964583
OGLE-TR-132 b,OGLE-TR-132,13.45,162.6440933
OGLE2-TR-L9 b,OGLE2-TR-L9,18.046,166.9798793
PSR B1257+12 c,PSR B1257+12,1.91,195.0149029
Qatar-1 b,Qatar-1,12.811887,303.3818697
Qatar-7 b,Qatar-7,19.0553,358.5151344
SWEEPS-4 b,SWEEPS-4,9.079,269.7246667
TIC 279401253 b,TIC 279401253,11.2089807,57.6572277
TOI-1130 b,TOI-1130,3.66,286.3760037
TOI-1136 c,TOI-1136,2.879,192.1848981
TOI-1136 g,TOI-1136,2.53,192.1848981
TOI-1203 b,TOI-1203,1.52,168.2267358
TOI-1224 c,TOI-1224,2.884,37.1978356
TOI-1238 b,TOI-1238,1.21,201.3823387
TOI-1246 d,TOI-1246,3.43139739,251.1158702
TOI-1266 c,TOI-1266,1.98,197.9965833
TOI-1268 b,TOI-1268,9.1,198.3885831
TOI-128.01,TOI-128,2.21898,79.5209381
TOI-1288 b,TOI-1288,4.96846551,313.1670294
TOI-1333 b,TOI-1333,15.647764,325.0145363
TOI-1346 b,TOI-1346,2.39,256.6226752
TOI-1386 c,TOI-1386,10.3,334.5041029
TOI-1410 c,TOI-1410,5.63,334.8828486
TOI-1410.01,TOI-1410,3.10083009,334.8828486
TOI-1431 b,TOI-1431,16.70138124,316.2036922
TOI-1448 b,TOI-1448,2.749,316.324003
TOI-150.01,TOI-150,14.067295,112.965421
TOI-1516 b,TOI-1516,15.24421375,340.0846204
TOI-163 b,TOI-163,16.690201,79.7682532
TOI-1634 b,TOI-1634,1.773,56.3906096
TOI-1683.01,TOI-1683,2.6382,65.9796504
TOI-1691 b,TOI-1691,3.66,272.4041179
TOI-1716.01,TOI-1716,3.143,105.0833291
TOI-1739 b,TOI-1739,1.946,240.172481
TOI-1743 b,TOI-1743,1.83,257.7473322
TOI-1759 b,TOI-1759,3.14,326.8516615
TOI-1820 b,TOI-1820,12.778238,187.6867207
TOI-1836 b,TOI-1836,8.00321222,245.9079242
TOI-1842 b,TOI-1842,12.3485023,201.9626552
TOI-2018 b,TOI-2018,2.268,229.8374423
TOI-2260 b,TOI-2260,1.62,247.6669998
TOI-2285 b,TOI-2285,1.77,332.5632644
TOI-2345 b,TOI-2345,1.504,43.884794
TOI-2411 b,TOI-2411,1.68,20.9224567
TOI-2529 b,TOI-2529,11.54525012,118.9945352
TOI-2570 b,TOI-2570,13.64132951,87.1880397
TOI-2669 b,TOI-2669,19.72780603,134.7226445
TOI-270 c,TOI-270,2.33,68.4160804
TOI-2842 b,TOI-2842,12.84549188,108.0442066
TOI-2989 b,TOI-2989,12.55405838,171.2316754
TOI-333 b,TOI-333,4.26,353.3574989
TOI-3353.01,TOI-3353,2.6667555,106.5298146
TOI-3364 b,TOI-3364,12.22899794,144.5377709
TOI-3682 b,TOI-3682,12.80065596,50.2752271
TOI-431 c,TOI-431,1.49,83.2692502
TOI-4465 b,TOI-4465,14.01122587,276.1340312
TOI-4527.01,TOI-4527,0.9086617,19.4722574
TOI-4562 c,TOI-4562,12.8,112.0100593
TOI-4600 b,TOI-4600,6.8,258.4503674
TOI-470 b,TOI-470,4.34,94.0099043
TOI-5181 A b,TOI-5181 A,13.34989601,280.6774738
TOI-5261 b,TOI-5261,11.60129502,305.4585453
TOI-5344 b,TOI-5344,10.60369574,63.2662165
TOI-5398 b,TOI-5398,10.3,161.8795569
TOI-540 b,TOI-540,0.903,76.3096949
TOI-5489 b,TOI-5489,1.4,128.691294
TOI-5716 b,TOI-5716,0.96,201.9007989
TOI-5788 c,TOI-5788,2.272,287.4249017
TOI-6034 b,TOI-6034,11.92,317.9001392
TOI-6054.02,TOI-6054,2.82,56.337007
TOI-6109 c,TOI-6109,4.8326,50.1319206
TOI-6130 b,TOI-6130,14.3474953,339.2050832
TOI-6383 A b,TOI-6383 A,11.29,60.4246951
TOI-6716 b,TOI-6716,0.982,111.657082
TOI-700 d,TOI-700,1.073,97.0957165
TOI-7041 b,TOI-7041,11.43316031,357.8021716
TOI-7384 b,TOI-7384,3.56,83.1031834
TOI-771 b,TOI-771,1.36,164.1138903
TOI-858 B b,TOI-858 B,14.06727078,60.1998256
TOI-904 c,TOI-904,2.167,89.3712733
TOI-905 b,TOI-905,13.125739,227.6586754
TOI-942 c,TOI-942,4.67,76.6496172
TOI-969 b,TOI-969,2.765,115.1366858
TYC 0434-04538-1 b,TYC 0434-04538-1,12.7,271.3396528
TYC 1422-614-1 b,TYC 1422-614-1,13.3,154.2777769
TYC 3318-01333-1 b,TYC 3318-01333-1,13.1,45.5825716
TrES-1 b,TrES-1,12.66617,286.0408755
TrES-3 b,TrES-3,14.975,268.0291106
TrES-5 b,TrES-5,13.383546,305.2219454
USco1556 b,USco1556 A,12.3,239.1037198
V1298 Tau c,V1298 Tau,5.59,61.331654
V1298 Tau d,V1298 Tau,6.41,61.331654
WASP-107 c,WASP-107,13.2,188.3864277
WASP-121 b,WASP-121,19.52604438,107.6002312
WASP-124 b,WASP-124,13.89916,332.7143373
WASP-126 b,WASP-126,10.51358773,63.374706
WASP-140 b,WASP-140,14.23540549,60.3855387
WASP-149 b,WASP-149,15.24421375,124.073681
WASP-151 b,WASP-151,13.30506009,349.0634651
WASP-155 b,WASP-155,13.45077684,347.979723
WASP-162 b,WASP-162,11.209,168.2929079
WASP-173 A b,WASP-173 A,13.4508,354.1686959
WASP-181 b,WASP-181,13.271456,26.7932253
WASP-184 b,WASP-184,14.90797,209.51701
WASP-189 b,WASP-189,18.14733975,225.686732
WASP-190 b,WASP-190,12.89035,7.7095292
WASP-25 b,WASP-25,13.80946422,195.3597581
WASP-47 b,WASP-47,12.86,331.203092
WASP-49 b,WASP-49,12.44199,91.0897193
WASP-57 b,WASP-57,11.76945,223.8199788
WASP-59 b,WASP-59,8.687,349.6229547
WASP-69 b,WASP-69,11.21,315.0259661
WASP-7 b,WASP-7,14.90797,311.0427558
WASP-73 b,WASP-73,15.91678,319.9496969
WASP-84 c,WASP-84,1.95,131.1069959
WASP-92 b,WASP-92,16.376349,246.6920395
WASP-94 B b,WASP-94 B,14.1,313.7882932
WASP-97 b,WASP-97,12.77826,24.6051389
WASP-99 b,WASP-99,11.43318,39.8976689
WISPIT 1 b,WISPIT 1,12.4,117.798555
XO-1 b,XO-1,12.77826,240.5492745
XO-7 b,XO-7,15.389957,277.4780753
alf Tau b,alf Tau,12.7,68.980174
bet Pic c,bet Pic,12.5,86.8212337
gam Lib b,gam Lib,13.7,233.8818636
kap CrB b,kap CrB,13.4,237.8080012
omi CrB b,omi CrB,13.7,230.0350768
rho CrB e,rho CrB,1.77,240.2600639
tau Cet f,tau Cet,1.81,26.0093029
51 Eri b,51 Eri,,69.4007424
61 Vir c,61 Vir,4.46,199.596455
61 Vir d,61 Vir,5.11,199.596455
7 CMa b,7 CMa,13.4,99.171276
7 CMa c,7 CMa,13.9,99.171276
BD+03 2562 b,BD+03 2562,12.7,177.5647268
BD+15 2375 b,BD+15 2375,13.8,176.4820239
BD+15 2940 b,BD+15 2940,13.7,240.09564
BD+48 738 b,BD+48 738,13.9,40.7102869
BD+60 1417 b,BD+60 1417,14.68376472,190.8875453
BD-08 2823 c,BD-08 2823,12.5,150.1971964
BD-11 4672 b,BD-11 4672,14.1,278.3688659
BEBOP-4 AB b,BEBOP-4 A,,192.5772651
CI Tau c,CI Tau,13.0,68.4667685
CoRoT-11 b,CoRoT-11,16.03,280.6872998
CoRoT-2 b,CoRoT-2,16.432,291.7770457
CoRoT-21 b,CoRoT-21,14.5717,101.0526207
CoRoT-29 b,CoRoT-29,10.0881,278.9020691
CoRoT-31 b,CoRoT-31,16.36514,94.820735
CoRoT-35 b,CoRoT-35,18.83108758,289.3143526
CoRoT-4 b,CoRoT-4,13.34,102.1946233
CoRoT-7 b,CoRoT-7,1.68135,100.9561682
DMPP-1 c,DMPP-1,3.06,86.7761233
DS Tuc A b,DS Tuc A,5.7,354.9154673
EPIC 201427007 b,EPIC 201427007,1.5,184.6021322
EPIC 206024342 d,EPIC 206024342,2.6,331.2771441
EPIC 206317286 b,EPIC 206317286,0.96,337.6178427
EPIC 212297394 b,EPIC 212297394,1.48,207.2061241
EPIC 220674823 b,EPIC 220674823,1.676,13.0800239
G 192-15 c,G 192-15,3.87,90.6220931
GJ 1061 d,GJ 1061,1.16,54.0032486
GJ 27.1 b,GJ 27.1,3.66,9.9980016
GJ 3138 c,GJ 3138,1.88,32.2977385
GJ 3293 d,GJ 3293,2.67,67.1484425
GJ 3293 e,GJ 3293,1.63,67.1484425
GJ 357 d,GJ 357,2.34,144.0074644
GJ 3988 b,GJ 3988,1.74,255.8503747
GJ 3998 d,GJ 3998,2.34,259.0020507
GJ 414 A c,GJ 414 A,8.4,167.7745044
GJ 4274 b,GJ 4274,1.53,335.7805478
GJ 4276 b,GJ 4276,4.22,336.3221454
GJ 436 b,GJ 436,4.17,175.5505363
GJ 508.2 b,GJ 508.2,,200.2443854
GJ 581 b,GJ 581,4.79,229.8564725
GJ 581 e,GJ 581,1.38,229.8564725
GJ 649 b,GJ 649,10.8,254.5363221
GJ 667 C b,GJ 667 C,2.25,259.7510609
GJ 682 c,GJ 682,2.89,264.2610245
GJ 687 b,GJ 687,4.32,264.1041731
GJ 720 A b,GJ 720 A,3.77,278.8294172
GJ 887 b,GJ 887,1.88,346.4668274
GJ 887 c,GJ 887,2.67,346.4668274
GJ 96 b,GJ 96,4.67,35.5624031
GJ 9689 b,GJ 9689,3.07,303.467731
Gl 410 b,Gl 410,2.83,165.6604212
HAT-P-12 b,HAT-P-12,10.749,209.3886452
HAT-P-18 b,HAT-P-18,11.153,256.346376
HAT-P-21 b,HAT-P-21,12.44199,171.2749348
HAT-P-33 b,HAT-P-33,20.73665,113.1842383
HAT-P-52 b,HAT-P-52,11.309881,42.7217412
HAT-P-59 b,HAT-P-59,12.58768533,292.4588212
HAT-P-69 b,HAT-P-69,18.786284,130.5056385
HATS-14 b,HATS-14,11.646151,313.2154754
HATS-25 b,HATS-25,14.12334,207.9076746
HATS-33 b,HATS-33,13.78707,294.6336944
HATS-37 A b,HATS-37 A,6.792654,199.80183
HATS-41 b,HATS-41,14.90797,103.5173558
HATS-43 b,HATS-43,13.22662,80.5382418
HATS-46 b,HATS-46,10.121727,6.7026401
HATS-47 b,HATS-47,12.520453,287.4844021
HATS-52 b,HATS-52,15.490838,140.0875894
HATS-59 c,HATS-59,12.3,170.324325
HATS-61 b,HATS-61,13.394755,61.6578005
HATS-62 b,HATS-62,11.825495,312.4493079
HATS-75 b,HATS-75,9.90873894,60.9493919
HATS-76 b,HATS-76,12.09449018,70.3397665
HD 100777 b,HD 100777,13.7,173.9646303
HD 10180 c,HD 10180,,24.4731133
HD 10180 e,HD 10180,5.39,24.4731133
HD 10180 g,HD 10180,,24.4731133
HD 101930 b,HD 101930,10.6,175.875608
HD 102272 b,HD 102272,12.9,176.5980316
HD 104985 b,HD 104985,12.8,181.3157854
HD 105779 b,HD 105779,14.1,182.6612053
HD 107148 b,HD 107148,9.6,184.8059773
HD 107148 c,HD 107148,4.7,184.8059773
HD 108147 b,HD 108147,10.9,186.4409852
HD 109988 b,HD 109988,12.1,189.8154662
HD 110113 b,HD 110113,2.05,190.0365636
HD 112570 b,HD 112570,13.1,194.2824262
HD 113337 b,HD 113337,13.1,195.4438496
HD 114082 b,HD 114082,11.2089807,197.3171237
HD 118203 c,HD 118203,12.4,203.509956
HD 11964 b,HD 11964,14.1,29.2884252
HD 128356 b,HD 128356,13.9,219.2702793
HD 128717 b,HD 128717,12.1,219.0881687
HD 13189 b,HD 13189,12.4,32.4173964
HD 134060 c,HD 134060,5.91,227.6847587
HD 134606 b,HD 134606,2.97,228.8103897
HD 134987 b,HD 134987,13.5,228.3675397
HD 135694 b,HD 135694,2.857,227.8678636
HD 136352 c,HD 136352,2.916,230.4401147
HD 136352 d,HD 136352,2.562,230.4401147
HD 13724 c,HD 13724,8.18,33.0859626
HD 141399 c,HD 141399,13.6,236.7235392
HD 142415 b,HD 142415,13.5,239.418989
HD 145675 c,14 Her,12.9,242.6021014
HD 148164 b,HD 148164,13.7,246.4351678
HD 149143 b,HD 149143,13.6,248.2126715
HD 153557 c,HD 153557,4.36,254.4706516
HD 163607 c,HD 163607,13.3,268.4181383
HD 164509 b,HD 164509,14.3,270.3800811
HD 168863 b,HD 168863,12.7,275.6642157
HD 176986 c,HD 176986,,285.7739138
HD 179949 b,HD 179949,13.9,288.8890182
HD 184010 c,HD 184010,11.8,292.8401421
HD 187123 b,HD 187123,14.2,296.7428786
HD 187123 c,HD 187123,13.2,296.7428786
HD 188641 b,HD 188641,11.9,299.4048303
HD 190007 b,HD 190007,4.06,300.6956339
HD 190228 b,HD 190228,12.9,300.7537294
HD 190647 b,HD 190647,13.4,301.8318167
HD 191806 b,HD 191806,12.5,302.368758
HD 192699 b,HD 192699,13.4,304.0248392
HD 195019 b,HD 195019,13.0,307.0792427
HD 19615 b,HD 19615,12.6,48.7813299
HD 196885 A b,HD 196885 A,13.2,309.9664609
HD 197037 b,HD 197037,13.9,309.8869681
HD 20003 b,HD 20003,3.43,46.9090081
HD 202696 c,HD 202696,,319.2250346
HD 207496 b,HD 207496,2.25,328.7181708
HD 20781 b,HD 20781,1.21,50.0139757
HD 207832 b,HD 207832,14.2,328.1517893
HD 208897 b,HD 208897,13.7,329.7490639
HD 211403 b,HD 211403,12.8,333.8158177
HD 215497 b,HD 215497,,341.652714
HD 21693 b,HD 21693,2.8,51.8040469
HD 219134 g,HD 219134,3.28,348.3372026
HD 219415 b,HD 219415,13.8,348.7243579
HD 221287 b,HD 221287,13.1,352.836223
HD 222237 b,HD 222237,12.8,354.9078642
HD 224538 b,HD 224538,12.7,359.7164302
HD 23079 b,HD 23079,13.2,54.9281897
HD 25171 b,HD 25171,13.9,58.9574779
HD 25912 b,HD 25912,6.9,60.9074988
HD 260655 c,HD 260655,1.533,99.2915429
HD 290327 b,HD 290327,13.3,80.8399887
HD 29399 b,HD 29399,13.5,68.3903471
HD 31253 b,HD 31253,14.1,73.6822877
HD 34445 c,HD 34445,8.42,79.4207483
HD 34445 e,HD 34445,4.26,79.4207483
HD 37605 b,HD 37605,13.2,85.0074276
HD 38283 b,HD 38283,14.0,84.2605324
HD 38529 b,HD 38529,14.1,86.6451363
HD 38529 c,HD 38529,12.5,86.6451363
HD 39194 b,HD 39194,1.83,86.129071
HD 40307 f,HD 40307,2.13,88.5172191
HD 41004 A b,HD 41004 A,13.2,89.9566041
HD 4203 b,HD 4203,13.3,11.1722288
HD 45184 b,HD 45184,3.52,96.1820205
HD 47186 c,HD 47186,13.0,99.0367212
HD 5319 c,HD 5319,13.8,13.7558096
HD 59686 A b,HD 59686 A,12.7,112.9518629
HD 62364 b,HD 62364,12.1,113.9052658
HD 63454 b,HD 63454,12.31,114.8406393
HD 6434 b,HD 6434,14.2,16.1663441
HD 67087 b,HD 67087,13.1,121.9155672
HD 67087 c,HD 67087,12.9,121.9155672
HD 73267 c,HD 73267,12.8,129.0735123
HD 74156 b,HD 74156,13.5,130.6047813
HD 76920 b,HD 76920,13.1,133.820353
HD 83443 b,HD 83443,14.1,144.2994103
HD 86226 b,HD 86226,14.3,149.1235154
HD 86950 b,HD 86950,13.0,150.4066612
HD 87646 b,HD 87646,12.4,151.6695435
HD 92788 b,HD 92788,13.0,160.7021351
HD 95127 b,HD 95127,12.4,164.8961152
HD 95735 c,GJ 411,3.76,165.834471
HD 95872 b,HD 95872,13.0,165.8658796
HD 97037 b,HD 97037,12.1,167.5545621
HD 99109 b,HD 99109,14.3,171.0715576
HD 99706 b,HD 99706,13.7,172.1261621
HIP 107773 b,HIP 107773,13.4,327.5005089
HIP 116454 b,HIP 116454,2.469,353.9543517
HIP 14810 c,HIP 14810,13.6,47.809275
HIP 35173 b,HIP 35173,3.61,109.0449329
HIP 38594 b,HIP 38594,2.77,118.5439118
HIP 48714 b,HIP 48714,5.11,149.0332672
HIP 5158 b,HIP 5158,13.6,16.5094891
HIP 54597 b,HIP 54597,13.3,167.6082179
HIP 66074 b,HIP 66074,12.9,203.1635632
HIP 67522 b,HIP 67522,9.9872018,207.526001
HIP 78530 b,HIP 78530,12.0,240.4810052
HIP 79431 b,HIP 79431,13.4,243.1742467
HIP 91258 b,HIP 91258,13.7,279.2211173
HIP 97166 c,HIP 97166,2.75,296.2446203
HR 858 b,HR 858,2.004,42.9849779
ITG 15 b,ITG 15 A,12.1,69.9370379
K2-101 b,K2-101,2.0,130.3439097
K2-107 b,K2-107,15.98,284.985355
K2-11 b,K2-11,7.55,169.0418328
K2-114 b,K2-114,10.59248676,127.882912
K2-116 b,K2-116,0.69,336.1523363
K2-119 b,K2-119,2.53,132.0098683
K2-12 b,K2-12,2.44,173.1919022
K2-121 b,K2-121,7.16,126.9366624
K2-123 b,K2-123,2.76,134.4441404
K2-130 b,K2-130,1.25,290.2705419
K2-132 b,K2-132,14.5717,182.1662666
K2-133 b,K2-133,1.34,70.1493775
K2-139 b,K2-139,9.11,289.066707
K2-140 b,K2-140,13.56286665,188.1373172
K2-141 c,K2-141,7.0,350.9170464
K2-153 b,K2-153,2.0,183.8088709
K2-154 b,K2-154,1.99,189.0015173
K2-157 d,K2-157,5.16,183.7514959
K2-16 c,K2-16,2.54,175.0972238
K2-188 c,K2-188,2.83,129.8137008
K2-189 b,K2-189,1.403,203.6214411
K2-189 c,K2-189,2.31,203.6214411
K2-19 b,K2-19,7.0,174.9602543
K2-190 b,K2-190,1.35673729,205.3630485
K2-201 c,K2-201,3.28568401,293.5607117
K2-204 b,K2-204,3.17214154,17.3825067
K2-208 b,K2-208,1.67462172,20.7789809
K2-210 b,K2-210,0.86,17.6412694
K2-213 b,K2-213,1.51398464,13.1403998
K2-215 b,K2-215,2.12381238,18.4700795
K2-222 b,K2-222,2.35,16.4625203
K2-223 b,K2-223,0.89,185.306183
K2-228 b,K2-228,1.21,187.2947047
K2-230 b,K2-230,1.96,191.363117
K2-239 d,K2-239,1.1,160.5941265
K2-263 b,K2-263,2.41,129.6821253
K2-266 e,K2-266,2.73,157.9356855
K2-268 b,K2-268,1.5,133.7094899
K2-268 d,K2-268,1.49,133.7094899
K2-27 b,K2-27,4.74,171.5151874
K2-271 b,K2-271,7.28,125.2239144
K2-275 b,K2-275,2.34,132.1698795
K2-295 b,K2-295,10.054473,19.6101417
K2-319 b,K2-319,2.79,166.8010058
K2-335 b,K2-335,2.21,129.3896679
K2-336 b,K2-336,1.22,133.8382032
K2-345 b,K2-345,2.11,132.7075876
K2-349 b,K2-349,1.38,199.0996546
K2-352 d,K2-352,2.23,140.4451478
K2-358 b,K2-358,2.68,133.8081054
K2-365 b,K2-365,2.906,238.8197061
K2-366 b,K2-366,2.359,243.6800912
K2-368 c,K2-368,1.361,332.6357627
K2-37 d,K2-37,2.31,243.4509662
K2-38 c,K2-38,2.29,240.0333095
K2-384 f,K2-384,2.222,20.4998403
K2-396 c,K2-396,3.124,74.6928607
K2-398 b,K2-398,2.274,161.7349738
K2-412 b,K2-412,2.116,76.2621295
K2-5 b,K2-5,1.91,169.3034598
K2-52 b,K2-52,18.0,246.6114157
K2-6 b,K2-6,2.5,178.1921152
K2-64 b,K2-64,2.07,332.4138478
K2-71 b,K2-71,2.15,341.7248656
K2-80 c,K2-80,1.47,59.037486
K2-99 c,K2-99,12.6,208.7737624
KIC 10525077 b,KIC 10525077,5.5,287.3781164
KIC 3526061 b,KIC 3526061,12.1,285.1863974
KIC 8540376 b,KOI-7892,4.1,282.3775397
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,13.4,265.589875
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,11.9,271.915
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,12.8,274.0005417
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,6.56,268.1049583
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,6.2,269.388125
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,13.5,271.05625
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,13.1,270.347625
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,11.9,271.1470833
KOI-13 b,KOI-13,16.948008,286.9713876
KOI-142 c,KOI-142,14.0,291.1481028
KOI-1599.02,KOI-1599,1.9,298.3738383
KOI-1831 d,Kepler-324,1.13,286.4714473
KOINTREAU-1 b,XEST 17-036,12.4,68.359288
Kepler-1009 b,Kepler-1009,2.17,282.8598614
Kepler-101 c,Kepler-101,1.25,283.255507
Kepler-1013 b,Kepler-1013,2.15,290.2481023
Kepler-1019 b,Kepler-1019,1.46,283.7175909
Kepler-102 d,Kepler-102,1.154,281.4824731
Kepler-102 e,Kepler-102,2.17,281.4824731
Kepler-1020 b,Kepler-1020,2.28,292.672471
Kepler-1022 b,Kepler-1022,2.36,289.3520595
Kepler-1024 b,Kepler-1024,3.91,291.9510277
Kepler-1025 b,Kepler-1025,1.98,284.510214
Kepler-1027 b,Kepler-1027,0.89,287.5711746
Kepler-104 b,Kepler-104,3.1,287.6046621
Kepler-1047 c,Kepler-1047,0.99,288.6462564
Kepler-105 c,Kepler-105,1.44,287.8872376
Kepler-1050 b,Kepler-1050,1.6,282.9249847
Kepler-1069 b,Kepler-1069,1.6,290.9792378
Kepler-107 e,Kepler-107,2.903,297.028162
Kepler-1074 b,Kepler-1074,1.25,284.4766869
Kepler-1086 b,Kepler-1086,2.44,295.251187
